projectid;CURRENT.DATE;simulationid;TSUM;MaxLAI;Yield;AboveGroundBiomass
Seminar_Lesson_SpringWheat;19.08.1991;HigherThermalTime100;1448.4934722222222;4.724209028675914;673.5219129688872;1500.3593004865284
Seminar_Lesson_SpringWheat;10.08.1991;SpringWheat;1293.9547916666668;4.882692575867016;746.1901697330949;1663.1171537112077
Seminar_Lesson_SpringWheat;12.08.1991;NoChange;1339.6125000000002;3.6996217377121416;629.6505616711784;1253.8861999029273
Seminar_Lesson_SpringWheat;26.08.1991;HigherThermalTime200;1539.4781944444444;5.454832597216143;687.0887786409771;1686.3296361038038
Seminar_Lesson_SpringWheat;02.08.1992;SpringWheat;1298.1150694444439;2.270157803245704;597.9646126458647;1100.9960878091595
Seminar_Lesson_SpringWheat;09.08.1992;HigherThermalTime100;1440.8131249999997;2.3048723771934547;546.4705456490218;1021.4340973740024
Seminar_Lesson_SpringWheat;15.08.1992;HigherThermalTime200;1546.2690277777776;3.9588224469576763;691.089936552047;1470.783056018344
Seminar_Lesson_SpringWheat;04.08.1992;NoChange;1347.394444444444;1.066365928369384;296.9981165579938;541.9849227693301
Seminar_Lesson_SpringWheat;02.08.1993;SpringWheat;1304.615972222222;1.2961044269245416;421.8004991390468;746.1227087317292
Seminar_Lesson_SpringWheat;10.08.1993;HigherThermalTime100;1449.0339583333332;1.3370462418404043;397.72047990134314;713.3871413537584
Seminar_Lesson_SpringWheat;04.08.1993;NoChange;1345.0813888888886;0.5827699584998137;189.06993888628136;326.85888393923983
Seminar_Lesson_SpringWheat;16.08.1993;HigherThermalTime200;1535.8277777777776;2.692283131129387;594.1732275154093;1215.1950777595557
Seminar_Lesson_SpringWheat;01.08.1994;SpringWheat;1304.1177777777777;2.3313229526105568;535.9071609464438;1043.5824697337484
Seminar_Lesson_SpringWheat;08.08.1994;HigherThermalTime100;1444.8200000000004;2.488958914814761;501.29294218189665;1000.0746287348071
Seminar_Lesson_SpringWheat;03.08.1994;NoChange;1350.5180555555557;1.1251276648628106;277.84122987721616;534.5820870897744
Seminar_Lesson_SpringWheat;13.08.1994;HigherThermalTime200;1537.3006944444446;4.213392555082337;671.5634783972007;1432.6113246156829
Seminar_Lesson_SpringWheat;02.08.1995;SpringWheat;1290.799513888889;3.1845612584430256;717.2263387741043;1346.570779529436
Seminar_Lesson_SpringWheat;05.08.1995;NoChange;1348.309861111111;1.7786842665408145;431.98406016067554;809.579391194185
Seminar_Lesson_SpringWheat;18.08.1995;HigherThermalTime200;1536.590625;4.699315739097652;768.2287785046807;1641.29999011186
Seminar_Lesson_SpringWheat;11.08.1995;HigherThermalTime100;1439.8626388888888;3.265480739818125;656.7202928797653;1270.7595167852664
Seminar_Lesson_SpringWheat;05.08.1996;NoChange;1344.1204861111114;1.0245741972135622;324.02882362142105;563.7076247258043
Seminar_Lesson_SpringWheat;03.08.1996;SpringWheat;1300.9468750000003;2.2105898673349014;640.4303005315966;1186.8794081023602
Seminar_Lesson_SpringWheat;19.08.1996;HigherThermalTime200;1538.4284722222226;4.333952714126167;828.7330418150495;1688.1586658519818
Seminar_Lesson_SpringWheat;12.08.1996;HigherThermalTime100;1436.520069444445;2.5592888779122402;614.8705313596479;1180.5429333604393
Seminar_Lesson_SpringWheat;08.08.1997;NoChange;1334.5269444444439;2.3760691249060604;567.1813726131804;1015.7526756097191
Seminar_Lesson_SpringWheat;06.08.1997;SpringWheat;1294.0663888888885;4.042333434262183;853.0692727281544;1605.6678025392353
Seminar_Lesson_SpringWheat;15.08.1997;HigherThermalTime100;1439.5677083333328;4.05709802668805;746.6676592627916;1469.2831155798963
Seminar_Lesson_SpringWheat;22.08.1997;HigherThermalTime200;1543.998819444444;5.092534480967023;769.7045593604225;1771.3243340267622
Seminar_Lesson_SpringWheat;03.08.1998;NoChange;1337.5622916666669;1.6255046864082483;371.0866697726368;721.6035548247731
Seminar_Lesson_SpringWheat;01.08.1998;SpringWheat;1294.3206944444448;2.893538350671979;605.7542705180106;1218.1448677599574
Seminar_Lesson_SpringWheat;09.08.1998;HigherThermalTime100;1439.959166666667;2.882622623060344;566.4537630477269;1130.2671084912802
Seminar_Lesson_SpringWheat;15.08.1998;HigherThermalTime200;1545.8984722222224;4.502424001315892;722.7076934270821;1531.9622415395484
Seminar_Lesson_SpringWheat;04.08.1999;NoChange;1347.9050694444445;0.7167818972854991;214.95248839212087;385.03266240338917
Seminar_Lesson_SpringWheat;01.08.1999;SpringWheat;1294.3464583333337;1.4414791098978972;433.6112386878346;779.8002164738112
Seminar_Lesson_SpringWheat;10.08.1999;HigherThermalTime100;1449.156666666667;1.4717646037440737;364.1994579895133;733.1192490569059
Seminar_Lesson_SpringWheat;16.08.1999;HigherThermalTime200;1539.1904166666668;2.8854605990301807;563.8441721406647;1200.538195383369
Seminar_Lesson_SpringWheat;30.07.2000;NoChange;1335.4034722222225;0.1276549188807261;44.41729588163732;77.14065408990498
Seminar_Lesson_SpringWheat;28.07.2000;SpringWheat;1294.8383333333334;0.29723518313924485;117.47950081339674;200.79424539622994
Seminar_Lesson_SpringWheat;06.08.2000;HigherThermalTime100;1441.0603472222224;0.2926644371452633;95.0147419716518;180.79754249184379
Seminar_Lesson_SpringWheat;13.08.2000;HigherThermalTime200;1547.6285416666667;0.6076718759048153;180.87821477594795;359.3807957736524
Seminar_Lesson_SpringWheat;02.08.2001;NoChange;1332.9752083333337;1.9731023751977628;474.4751549601155;900.2179118855768
Seminar_Lesson_SpringWheat;31.07.2001;SpringWheat;1288.728125;3.630194800217317;774.611058436982;1487.7328601141007
Seminar_Lesson_SpringWheat;08.08.2001;HigherThermalTime100;1445.821319444445;4.031207765059136;706.8777925540168;1453.3912796093255
Seminar_Lesson_SpringWheat;14.08.2001;HigherThermalTime200;1537.850555555556;5.04492344688212;745.8382090929662;1716.3150378764694
